onlstores,Product/Product_Online_Table.json,DXKcOzO14tXfUnT3M5Y9c67jY.hPUfFf,succeeded,200,,success
onlstores,Browsing/browsing_table.json,xEgeuJIxuC_Sxa7H0m7I4vNnsjyD3.l3,succeeded,200,,success
onlstores,store_analytics/customer_data_20250918_030448.json,4CQ8QFS4.buNNzgF72tP.2xeXlqV5vcy,succeeded,200,,success
onlstores,job-733bdd91-886f-4f11-a4d2-ba8f948ac92a/manifest.json,suNsDqWBrM9XAYYofUiplSJvK4fJVfrX,succeeded,200,,success
onlstores,job-9807e74f-4db9-471e-91a9-d2d7a490bc0e/results/e15087eff0d15191246f8e9ed07e5b074d76ba19.csv,sfQlW2g_M5IH0D56lxSLtNCdmCOm2_Vy,succeeded,200,,success
onlstores,Product/Product_Table.json,63h5jJnpAEdCjAZrGGNGRs1A6yMLfZKJ,succeeded,200,,success
onlstores,Purchase/,lfosjX_OoBpzg7ffvPoUPef6euTUOSH8,succeeded,200,,success
onlstores,Customer/Customer_Online_Table.json,tPPt3E8PlOWODTzwRpdwW2wcq_cDVU2W,succeeded,200,,success
onlstores,Customer/Customer_Table.json,gtfN_M2JcvRhzOx1ugXWqKdpViaAe8xA,succeeded,200,,success
onlstores,Browsing/,tOZ28Z10bwFTnYp6S_bEOsGcLDRTyLlR,succeeded,200,,success
onlstores,store_analytics/customer_data_20250918_030458.json,IwA5eUNfSb8WljCL39QK8qi7JnB7i8JI,succeeded,200,,success
onlstores,job-9807e74f-4db9-471e-91a9-d2d7a490bc0e/manifest.json.md5,tYzUa1Fur7D1xwQJRFg9og_zKGLuSqZm,succeeded,200,,success
onlstores,store_analytics/customer_data_20250918_030453.json,rUjAKMbrdworIx3vI3TA3UuUIUgxQPLA,succeeded,200,,success
onlstores,Product/,7OTP_Gq3jc.EL_ZhvQldA33TJ15X2knO,succeeded,200,,success
onlstores,Product/Product_Online_Table.json,1wF1KYkEmgSFSWuUGPhtMeo1jQKsaXJn,succeeded,200,,success
onlstores,Purchase/purchase_table.json,TyLKCtKybaM4hODAPyCPBVLvXGuIDt5q,succeeded,200,,success
onlstores,curated/flattened/d1698f4565984fda927ac2276a070a00.snappy.parquet,fSfQpb7GGqwcWJ.VONwLA6entqbIZaN8,succeeded,200,,success
onlstores,Browsing/browsing_table.json,kCE8fQqdQ0ND9lhXmH2BdJBvVKoKbF3b,succeeded,200,,success
onlstores,Browsing/Browsing_Table.json,GDvfeqMe0lPNGgQsXPD51_03acFnBi32,succeeded,200,,success
onlstores,Purchase/purchase_table.json,ZDprqJakLQTjIGNGrzVoM8E09v654Tvc,succeeded,200,,success
onlstores,Customer/customer_table.json,ny.G04hrzstYkn7NURDKmHqTH_sJ0jZ7,succeeded,200,,success
onlstores,job-9807e74f-4db9-471e-91a9-d2d7a490bc0e/manifest.json,Z1qcuyPtwm0FxeanIbZVWzVfOfgYfuNJ,succeeded,200,,success
onlstores,Purchase/purchase_table.json,jga1pFtmHaOBJDPEwgo82jgKojc5JqBy,succeeded,200,,success
onlstores,job-9807e74f-4db9-471e-91a9-d2d7a490bc0e/manifest.json,aGqYPs0791vjzkuh1cTlsO.pzcb.Yig5,succeeded,200,,success
onlstores,Customer/,EciYRzMm0RjK4vzI_Ee7kcBGeliGQVmr,succeeded,200,,success
onlstores,Browsing/Browsing_Online_Table.json,bhvcgwGO2b4wmeb7qnhf2EqdWYPVaWsn,succeeded,200,,success
onlstores,Product/product_table.json,QD3.k_6e1MxheEl8yzb.srV9hxjUbYLF,succeeded,200,,success
onlstores,Customer/customer_table.json,xk6Eb93m1fg998W.HAD3uauPgbxPS4pe,succeeded,200,,success
onlstores,Purchase/Purchase_Online_Table.json,oe85048xQCgwBk0xJlj4FhRgYf17lAHY,succeeded,200,,success
onlstores,job-733bdd91-886f-4f11-a4d2-ba8f948ac92a/manifest.json,iUg9.q2HfNiYWBkQPh2W7kUoYNlwinfU,succeeded,200,,success
onlstores,Browsing/browsing_table.json,u4pGIQpTBOK8Ckh6dPTeaLB6hpJO5CtH,succeeded,200,,success
onlstores,job-733bdd91-886f-4f11-a4d2-ba8f948ac92a/manifest.json.md5,CmU.ti9idG1criZhHDzByIl82.zY9S2p,succeeded,200,,success
onlstores,job-733bdd91-886f-4f11-a4d2-ba8f948ac92a/results/11d698ae023254150c3bb7318eec4d476eac1395.csv,bBQHXzn8FbMcR_b3MXWB_Czh.3lXQDaH,succeeded,200,,success
onlstores,Customer/Customer_Online_Table.json,yQABunCACj4AVZxIesoRqBp1TmBaGKMi,succeeded,200,,success
onlstores,Product/product_table.json,0wKk1PGbSSqDX7GBVd0qQ4T9itH_.XQe,succeeded,200,,success
